epoch,step,val_loss
0,0,0.8583453893661499
0,1,1.0444653034210205
0,2,0.9331104159355164
0,3,0.7696070671081543
0,4,0.7117691040039062
0,5,0.691062331199646
0,6,0.6755276322364807
0,7,0.7089776396751404
0,8,0.7325354814529419
0,9,0.6919885277748108
0,10,0.6787669658660889
0,11,0.723805844783783
0,12,0.7477219104766846
0,13,0.7433983683586121
0,14,0.716075599193573
0,15,0.6906713843345642
0,16,0.6773309111595154
0,17,0.6746065020561218
0,18,0.6754131317138672
0,19,0.676405668258667
1,20,0.676734447479248
1,21,0.6778364777565002
1,22,0.6791929006576538
1,23,0.6787346601486206
1,24,0.6790164709091187
1,25,0.6778218150138855
1,26,0.6732417345046997
1,27,0.6707774996757507
1,28,0.6721704602241516
1,29,0.676390528678894
1,30,0.6827248930931091
1,31,0.6913720965385437
1,32,0.6989685297012329
1,33,0.7045591473579407
1,34,0.7031413316726685
1,35,0.6932623386383057
1,36,0.6809422373771667
1,37,0.6722604632377625
1,38,0.6617077589035034
1,39,0.6560758948326111
2,40,0.6502458453178406
2,41,0.6469007730484009
2,42,0.6461492776870728
2,43,0.6458200216293335
2,44,0.648926854133606
2,45,0.6411108374595642
2,46,0.6373187899589539
2,47,0.6478230357170105
2,48,0.6403380036354065
2,49,0.6372342705726624
2,50,0.638482928276062
2,51,0.6455197930335999
2,52,0.6507826447486877
2,53,0.6530312895774841
2,54,0.651242196559906
2,55,0.648769199848175
2,56,0.644461452960968
2,57,0.636125385761261
2,58,0.626415491104126
2,59,0.62589430809021
3,60,0.630495548248291
3,61,0.6400707364082336
3,62,0.6553217172622681
3,63,0.6548936367034912
3,64,0.6431522369384766
3,65,0.640292763710022
3,66,0.6440040469169617
3,67,0.6496449112892151
3,68,0.6324312686920166
3,69,0.623431921005249
3,70,0.6178411841392517
3,71,0.6247414350509644
3,72,0.6449598670005798
3,73,0.6606408953666687
3,74,0.647085428237915
3,75,0.6348012685775757
3,76,0.6290795803070068
3,77,0.629224956035614
3,78,0.6418435573577881
3,79,0.6482473015785217
4,80,0.6351531147956848
4,81,0.624211847782135
4,82,0.6131008267402649
4,83,0.6130357384681702
4,84,0.6159802675247192
4,85,0.6128286123275757
4,86,0.6111583709716797
4,87,0.6113208532333374
4,88,0.6106951832771301
4,89,0.6112070083618164
4,90,0.6148906946182251
4,91,0.6209990382194519
4,92,0.6230795979499817
4,93,0.6206876039505005
4,94,0.614671528339386
4,95,0.6186883449554443
4,96,0.6362746357917786
4,97,0.6526095867156982
4,98,0.6705389618873596
4,99,0.6671420335769653
5,100,0.6591401696205139
5,101,0.6425234079360962
5,102,0.6277074217796326
5,103,0.6183105707168579
5,104,0.6153839826583862
5,105,0.6169639229774475
5,106,0.6183818578720093
5,107,0.6189032196998596
5,108,0.6172553896903992
5,109,0.6105241179466248
5,110,0.6085699796676636
5,111,0.613334596157074
5,112,0.6256892085075378
5,113,0.6409525871276855
5,114,0.6475520133972168
5,115,0.6493932604789734
5,116,0.6422024369239807
5,117,0.641435980796814
5,118,0.6364091038703918
5,119,0.6273028254508972
6,120,0.61882084608078
6,121,0.6136147975921631
6,122,0.6075279712677002
6,123,0.6040120720863342
6,124,0.6043869853019714
6,125,0.6049656271934509
6,126,0.6035946011543274
6,127,0.6021462082862854
6,128,0.6027836203575134
6,129,0.6041934490203857
6,130,0.6075221300125122
6,131,0.6097431778907776
6,132,0.609771192073822
6,133,0.611314058303833
6,134,0.6137339472770691
6,135,0.6246129870414734
6,136,0.6365750432014465
6,137,0.6334386467933655
6,138,0.6163032650947571
6,139,0.6050146222114563
7,140,0.6249115467071533
7,141,0.6476076245307922
7,142,0.6502529978752136
7,143,0.6391187310218811
7,144,0.6140201687812805
7,145,0.5935121178627014
7,146,0.5855581760406494
7,147,0.5850580334663391
7,148,0.5882459878921509
7,149,0.5898969173431396
7,150,0.593154788017273
7,151,0.5994516015052795
7,152,0.6063453555107117
7,153,0.6056149005889893
7,154,0.6040811538696289
7,155,0.6044329404830933
7,156,0.6044737100601196
7,157,0.605773389339447
7,158,0.6045020222663879
7,159,0.6067044734954834
8,160,0.6053923964500427
8,161,0.5974159836769104
8,162,0.5895657539367676
8,163,0.5896934866905212
8,164,0.5953546166419983
8,165,0.5906496047973633
8,166,0.582152783870697
8,167,0.5750777125358582
8,168,0.5744425058364868
8,169,0.5807979702949524
8,170,0.5852587819099426
8,171,0.5861685276031494
8,172,0.5883961319923401
8,173,0.5912027359008789
8,174,0.5984349846839905
8,175,0.6082209944725037
8,176,0.6097133755683899
8,177,0.6046839356422424
8,178,0.5949339270591736
8,179,0.5811599493026733
9,180,0.572201669216156
9,181,0.5631704330444336
9,182,0.5586678981781006
9,183,0.5581235885620117
9,184,0.5588030219078064
9,185,0.5588754415512085
9,186,0.5600503087043762
9,187,0.5587059855461121
9,188,0.5597075819969177
9,189,0.56465744972229
9,190,0.5826391577720642
9,191,0.6009527444839478
9,192,0.6143283843994141
9,193,0.6072080731391907
9,194,0.5914131999015808
9,195,0.5727912783622742
9,196,0.5627629160881042
9,197,0.5619765520095825
9,198,0.5622119903564453
9,199,0.558509886264801
10,200,0.5567737817764282
10,201,0.5579663515090942
10,202,0.5729472041130066
10,203,0.5997549891471863
10,204,0.6118718385696411
10,205,0.5904911160469055
10,206,0.5747780203819275
10,207,0.573961079120636
10,208,0.5610129237174988
10,209,0.5517845153808594
10,210,0.5543012022972107
10,211,0.5530521869659424
10,212,0.5529045462608337
10,213,0.5519298911094666
10,214,0.5514535307884216
10,215,0.5503796339035034
10,216,0.5508938431739807
10,217,0.5615214705467224
10,218,0.5832608938217163
10,219,0.5936499834060669
11,220,0.6045603156089783
11,221,0.5966735482215881
11,222,0.583601713180542
11,223,0.5711526274681091
11,224,0.5675901174545288
11,225,0.5723846554756165
11,226,0.5634826421737671
11,227,0.5602911114692688
11,228,0.558436930179596
11,229,0.557341456413269
11,230,0.5448082089424133
11,231,0.541437566280365
11,232,0.5510883927345276
11,233,0.5684792399406433
11,234,0.578884482383728
11,235,0.5720210075378418
11,236,0.5648697018623352
11,237,0.5665771961212158
11,238,0.5506824254989624
11,239,0.5365874171257019
12,240,0.5266250967979431
12,241,0.5242424011230469
12,242,0.5310841798782349
12,243,0.5520118474960327
12,244,0.5803346037864685
12,245,0.5733065009117126
12,246,0.5454063415527344
12,247,0.5463933348655701
12,248,0.570648729801178
12,249,0.5830170512199402
12,250,0.5686503648757935
12,251,0.5496911406517029
12,252,0.5306926965713501
12,253,0.5258660912513733
12,254,0.5247014760971069
12,255,0.5271342992782593
12,256,0.5295445322990417
12,257,0.5297769904136658
12,258,0.5446633696556091
12,259,0.5784283876419067
13,260,0.6032917499542236
13,261,0.6037231087684631
13,262,0.5676628351211548
13,263,0.5417166948318481
13,264,0.53260338306427
13,265,0.5328342914581299
13,266,0.5307340025901794
13,267,0.5261932015419006
13,268,0.5303784608840942
13,269,0.5393445491790771
13,270,0.5518575310707092
13,271,0.5660656094551086
13,272,0.5819681286811829
13,273,0.5813754200935364
13,274,0.5529904961585999
13,275,0.5219416618347168
13,276,0.5121826529502869
13,277,0.5174872279167175
13,278,0.5132474303245544
13,279,0.5010981559753418
14,280,0.5076307058334351
14,281,0.5457195043563843
14,282,0.5886683464050293
14,283,0.597210705280304
14,284,0.5779099464416504
14,285,0.5452184677124023
14,286,0.5200981497764587
14,287,0.5291576981544495
14,288,0.5537185668945312
14,289,0.5503197908401489
14,290,0.5380597710609436
14,291,0.5203152894973755
14,292,0.5259184241294861
14,293,0.5545148849487305
14,294,0.5983599424362183
14,295,0.6405993700027466
14,296,0.6538198590278625
14,297,0.6129928231239319
14,298,0.562713086605072
14,299,0.5284351706504822
15,300,0.5204638838768005
15,301,0.516650915145874
15,302,0.5100935101509094
15,303,0.5048781037330627
15,304,0.5036557912826538
15,305,0.5061798095703125
15,306,0.5166032910346985
15,307,0.5177305340766907
15,308,0.5135988593101501
15,309,0.5146799087524414
15,310,0.5071737766265869
15,311,0.4931914508342743
15,312,0.48924368619918823
15,313,0.4912005364894867
15,314,0.4958917498588562
15,315,0.5016672611236572
15,316,0.5038025379180908
15,317,0.5060698986053467
15,318,0.5073402523994446
15,319,0.5193655490875244
16,320,0.5398320555686951
16,321,0.5381765365600586
16,322,0.523165762424469
16,323,0.5148906111717224
16,324,0.5075556039810181
16,325,0.4980444312095642
16,326,0.4921469986438751
16,327,0.48641058802604675
16,328,0.48944413661956787
16,329,0.4927002191543579
16,330,0.4843021631240845
16,331,0.4807494878768921
16,332,0.4862510561943054
16,333,0.4977306127548218
16,334,0.5048774480819702
16,335,0.5021507740020752
16,336,0.49941760301589966
16,337,0.4939098358154297
16,338,0.4945412576198578
16,339,0.5005477070808411
17,340,0.49251097440719604
17,341,0.49144378304481506
17,342,0.5066697597503662
17,343,0.5200055837631226
17,344,0.5171245336532593
17,345,0.5130214691162109
17,346,0.5168383121490479
17,347,0.5320022702217102
17,348,0.5496719479560852
17,349,0.5579972267150879
17,350,0.5383206605911255
17,351,0.5266250967979431
17,352,0.5236817002296448
17,353,0.5163226127624512
17,354,0.5164229273796082
17,355,0.5035823583602905
17,356,0.48761186003685
17,357,0.47896766662597656
17,358,0.4773789346218109
17,359,0.4837064743041992
18,360,0.4961899220943451
18,361,0.5024979114532471
18,362,0.5078449249267578
18,363,0.5066009163856506
18,364,0.4946506917476654
18,365,0.4869322180747986
18,366,0.4853366017341614
18,367,0.4930334985256195
18,368,0.49451854825019836
18,369,0.4917595684528351
18,370,0.4752100706100464
18,371,0.46192246675491333
18,372,0.4614142179489136
18,373,0.4625816345214844
18,374,0.46336156129837036
18,375,0.4683128595352173
18,376,0.48807066679000854
18,377,0.5171518325805664
18,378,0.5312197208404541
18,379,0.5367150902748108
19,380,0.5373794436454773
19,381,0.5432572960853577
19,382,0.5283495187759399
19,383,0.5129936933517456
19,384,0.49874383211135864
19,385,0.4933073818683624
19,386,0.48717376589775085
19,387,0.4791747033596039
19,388,0.4736287295818329
19,389,0.46987950801849365
19,390,0.47017088532447815
19,391,0.46545159816741943
19,392,0.4650203585624695
19,393,0.47421228885650635
19,394,0.4963654577732086
19,395,0.5140872001647949
19,396,0.4942814111709595
19,397,0.46903136372566223
19,398,0.4619418978691101
19,399,0.45927894115448
20,400,0.4600425660610199
20,401,0.46968474984169006
20,402,0.485198438167572
20,403,0.48998984694480896
20,404,0.4965631365776062
20,405,0.5074648261070251
20,406,0.5200504064559937
20,407,0.5083973407745361
20,408,0.4945329427719116
20,409,0.4862111806869507
20,410,0.4688495397567749
20,411,0.4610518515110016
20,412,0.45494747161865234
20,413,0.4571398198604584
20,414,0.464126318693161
20,415,0.4645286500453949
20,416,0.46406665444374084
20,417,0.46844542026519775
20,418,0.48432454466819763
20,419,0.5052205324172974
21,420,0.5249431729316711
21,421,0.52601557970047
21,422,0.5244970917701721
21,423,0.5141561031341553
21,424,0.48991498351097107
21,425,0.4680682122707367
21,426,0.46564120054244995
21,427,0.48791518807411194
21,428,0.5477154850959778
21,429,0.5473604798316956
21,430,0.47590354084968567
21,431,0.4480038583278656
21,432,0.4736352562904358
21,433,0.5008284449577332
21,434,0.5150222778320312
21,435,0.5235050320625305
21,436,0.5223730802536011
21,437,0.4981449544429779
21,438,0.4851437509059906
21,439,0.47529304027557373
22,440,0.46424224972724915
22,441,0.45665037631988525
22,442,0.45094016194343567
22,443,0.4513494074344635
22,444,0.45743030309677124
22,445,0.4710613191127777
22,446,0.49087274074554443
22,447,0.5013646483421326
22,448,0.5101540088653564
22,449,0.514934241771698
22,450,0.5170930624008179
22,451,0.5136853456497192
22,452,0.5045963525772095
22,453,0.49156832695007324
22,454,0.48512327671051025
22,455,0.48038268089294434
22,456,0.48055458068847656
22,457,0.4834951162338257
22,458,0.48514696955680847
22,459,0.4855879843235016
23,460,0.4888070225715637
23,461,0.49725160002708435
23,462,0.5134491324424744
23,463,0.5383020043373108
23,464,0.5552114844322205
23,465,0.5702328085899353
23,466,0.5619941353797913
23,467,0.5218590497970581
23,468,0.49308308959007263
23,469,0.47564879059791565
23,470,0.46535834670066833
23,471,0.4610036015510559
23,472,0.4590197503566742
23,473,0.4575766623020172
23,474,0.464270681142807
23,475,0.46081528067588806
23,476,0.4619942605495453
23,477,0.4714324176311493
23,478,0.4789770543575287
23,479,0.48683929443359375
24,480,0.496238112449646
24,481,0.4992218017578125
24,482,0.5001763701438904
24,483,0.48855912685394287
24,484,0.47100722789764404
24,485,0.45862093567848206
24,486,0.45487481355667114
24,487,0.45596054196357727
24,488,0.4619067907333374
24,489,0.4540543258190155
24,490,0.4473832845687866
24,491,0.451227605342865
24,492,0.45553189516067505
24,493,0.45702728629112244
24,494,0.4528934061527252
24,495,0.4550401568412781
24,496,0.4561605751514435
24,497,0.449677050113678
24,498,0.4437824487686157
24,499,0.4408124089241028
25,500,0.44265830516815186
25,501,0.4428102374076843
25,502,0.4392451345920563
25,503,0.4371911585330963
25,504,0.44629982113838196
25,505,0.4612094759941101
25,506,0.47296392917633057
25,507,0.48484474420547485
25,508,0.4609399437904358
25,509,0.44608810544013977
25,510,0.4357784390449524
25,511,0.42843711376190186
25,512,0.4312047064304352
25,513,0.4416669011116028
25,514,0.4490707516670227
25,515,0.4449516534805298
25,516,0.4676002264022827
25,517,0.51807701587677
25,518,0.5125795006752014
25,519,0.5104271769523621
26,520,0.5150352120399475
26,521,0.5078058242797852
26,522,0.4997795820236206
26,523,0.47598493099212646
26,524,0.4661693572998047
26,525,0.4561002254486084
26,526,0.44472113251686096
26,527,0.43902814388275146
26,528,0.4385747015476227
26,529,0.4380235970020294
26,530,0.43655136227607727
26,531,0.4386481046676636
26,532,0.44518837332725525
26,533,0.4517463445663452
26,534,0.45106351375579834
26,535,0.44305258989334106
26,536,0.4433048963546753
26,537,0.442238986492157
26,538,0.4317469894886017
26,539,0.42356646060943604
27,540,0.4218274652957916
27,541,0.4263399541378021
27,542,0.4302405118942261
27,543,0.42861679196357727
27,544,0.4236697256565094
27,545,0.4203588366508484
27,546,0.4232529103755951
27,547,0.4288913607597351
27,548,0.42855027318000793
27,549,0.4309799075126648
27,550,0.4375934600830078
27,551,0.43714654445648193
27,552,0.43211326003074646
27,553,0.4262498617172241
27,554,0.4223676323890686
27,555,0.42950284481048584
27,556,0.426237016916275
27,557,0.4300335943698883
27,558,0.42302027344703674
27,559,0.4211907982826233
28,560,0.4168604910373688
28,561,0.4185144305229187
28,562,0.4213927984237671
28,563,0.4248355031013489
28,564,0.4308619797229767
28,565,0.43462565541267395
28,566,0.43487223982810974
28,567,0.432559609413147
28,568,0.4400547444820404
28,569,0.44081032276153564
28,570,0.43225014209747314
28,571,0.42527374625205994
28,572,0.41820746660232544
28,573,0.414695143699646
28,574,0.41310128569602966
28,575,0.412876158952713
28,576,0.4235951900482178
28,577,0.4465603530406952
28,578,0.46612703800201416
28,579,0.48561397194862366
29,580,0.5027656555175781
29,581,0.5027096271514893
29,582,0.42882201075553894
29,583,0.4018813669681549
29,584,0.409962922334671
29,585,0.42461341619491577
29,586,0.43147650361061096
29,587,0.4298223853111267
29,588,0.41926807165145874
29,589,0.4138096868991852
29,590,0.41232532262802124
29,591,0.42187705636024475
29,592,0.44342055916786194
29,593,0.4791905879974365
29,594,0.5048291087150574
29,595,0.47672921419143677
29,596,0.44836416840553284
29,597,0.4347500503063202
29,598,0.4206077456474304
29,599,0.4194302260875702
30,600,0.4237285554409027
30,601,0.4286336898803711
30,602,0.43073809146881104
30,603,0.43130171298980713
30,604,0.4323669672012329
30,605,0.43194156885147095
30,606,0.4395054578781128
30,607,0.46945616602897644
30,608,0.5092037320137024
30,609,0.5350469946861267
30,610,0.5298904776573181
30,611,0.4978977143764496
30,612,0.47362425923347473
30,613,0.45904776453971863
30,614,0.4281710088253021
30,615,0.40931373834609985
30,616,0.4211273491382599
30,617,0.43138137459754944
30,618,0.43757617473602295
30,619,0.4411054849624634
31,620,0.4455242455005646
31,621,0.44204169511795044
31,622,0.4354645013809204
31,623,0.4282133877277374
31,624,0.424131840467453
31,625,0.42323875427246094
31,626,0.4330731928348541
31,627,0.4472491443157196
31,628,0.4641819894313812
31,629,0.4837186336517334
31,630,0.47413358092308044
31,631,0.45341068506240845
31,632,0.454965740442276
31,633,0.4528774917125702
31,634,0.44486773014068604
31,635,0.4284014105796814
31,636,0.4184308648109436
31,637,0.4151611328125
31,638,0.41508719325065613
31,639,0.4125522971153259
32,640,0.41563472151756287
32,641,0.4213765859603882
32,642,0.433134526014328
32,643,0.44330891966819763
32,644,0.45896393060684204
32,645,0.4682031273841858
32,646,0.46937501430511475
32,647,0.4675494134426117
32,648,0.4457987844944
32,649,0.4309232234954834
32,650,0.41612160205841064
32,651,0.40860262513160706
32,652,0.4048861563205719
32,653,0.4035263955593109
32,654,0.4051043689250946
32,655,0.4098084568977356
32,656,0.41793206334114075
32,657,0.41570761799812317
32,658,0.4098592698574066
32,659,0.4030035138130188
33,660,0.3979511260986328
33,661,0.4007830023765564
33,662,0.39847907423973083
33,663,0.393942654132843
33,664,0.3972507417201996
33,665,0.40236708521842957
33,666,0.40732306241989136
33,667,0.4160243272781372
33,668,0.40391576290130615
33,669,0.39871206879615784
33,670,0.39898890256881714
33,671,0.40033331513404846
33,672,0.40227988362312317
33,673,0.40406858921051025
33,674,0.3982756733894348
33,675,0.38833674788475037
33,676,0.39473578333854675
33,677,0.41490209102630615
33,678,0.4419489800930023
33,679,0.46851176023483276
34,680,0.4881921410560608
34,681,0.4852481186389923
34,682,0.47254475951194763
34,683,0.4566796123981476
34,684,0.4467025697231293
34,685,0.43000829219818115
34,686,0.4179202914237976
34,687,0.41784217953681946
34,688,0.4067336916923523
34,689,0.4043825566768646
34,690,0.40547335147857666
